RegionID, CentroidX, CentroidY, CentroidZ, Volume
00292, 424.04, 359.18, 144.48, 3048
00536, 462.38, 312.29, 148.62, 65325
00544, 465.20, 319.85, 148.23, 26056
00551, 474.64, 296.18, 155.27, 10304
00559, 455.40, 311.21, 146.60, 28965
01105, 469.88, 336.13, 148.30, 11900
00403, 435.20, 340.20, 155.47, 85287
00411, 434.36, 338.28, 149.41, 36946
00418, 429.36, 360.31, 155.50, 21408
00426, 445.54, 322.88, 163.38, 21951
00472, 437.44, 325.32, 163.27, 9481
00480, 449.97, 323.18, 162.92, 5974
00487, 453.40, 319.05, 163.95, 6496
00435, 420.42, 344.28, 165.50, 4982
00803, 397.53, 311.00, 124.44, 469772
00818, 439.10, 273.14, 140.68, 108293
01022, 439.88, 270.92, 139.47, 91837
01031, 434.68, 285.54, 147.48, 16456
00835, 408.11, 338.93, 120.95, 184037
00342, 407.94, 336.27, 120.74, 165544
00298, 409.67, 362.72, 122.87, 18493
00826, 347.34, 311.31, 112.28, 86833
00904, 348.85, 325.36, 109.73, 75041
00564, 332.91, 285.17, 110.28, 29904
00596, 358.52, 351.99, 109.37, 45137
00581, 337.69, 221.88, 128.52, 11792
00809, 370.66, 299.24, 123.77, 90609
00351, 370.83, 299.36, 123.77, 89722
00359, 372.10, 301.91, 120.00, 48657
00537, 381.50, 296.23, 119.68, 14291
00498, 365.65, 300.27, 117.09, 16248
00505, 353.74, 308.60, 123.55, 2436
00513, 374.00, 321.75, 117.75, 1112
00546, 387.20, 288.06, 119.63, 797
00521, 359.75, 325.68, 122.90, 3617
00554, 380.88, 268.46, 119.77, 3363
00562, 383.69, 283.16, 123.26, 2591
00529, 368.61, 338.95, 126.62, 4202
00367, 369.29, 296.35, 128.23, 41065
00569, 365.04, 265.64, 121.88, 226
00578, 364.04, 290.61, 127.64, 21368
00585, 374.08, 308.79, 129.31, 15312
00594, 382.12, 302.10, 127.95, 2505
00602, 373.73, 250.78, 127.13, 1654
00287, 353.95, 286.84, 124.03, 887
00512, 423.51, 198.57, 250.29, 2832949
00528, 425.41, 195.17, 250.39, 2352899
00645, 366.06, 170.20, 251.26, 927367
00912, 337.59, 233.84, 247.55, 5302
10707, 336.61, 236.40, 247.86, 2974
10706, 337.59, 233.84, 247.55, 5302
10705, 338.84, 230.59, 247.15, 2328
00920, 354.43, 175.53, 238.70, 241854
00976, 346.98, 199.53, 233.76, 81510
10710, 346.55, 198.43, 233.18, 42119
10709, 346.98, 199.53, 233.76, 81510
10708, 346.89, 200.71, 234.38, 39391
00984, 358.15, 163.33, 241.22, 160344
10713, 357.93, 160.26, 240.62, 77155
10712, 358.15, 163.33, 241.22, 160344
10711, 358.98, 166.19, 241.78, 83189
00928, 379.98, 147.39, 247.11, 366397
00992, 379.98, 147.39, 247.11, 366397
10716, 379.98, 147.39, 247.11, 366397
10715, 379.98, 147.39, 247.11, 366397
10714, 379.98, 147.39, 247.11, 366397
01001, 379.98, 147.39, 247.11, 366397
10719, 379.98, 147.39, 247.11, 366397
10718, 379.98, 147.39, 247.11, 366397
10717, 379.98, 147.39, 247.11, 366397
01091, 379.98, 147.39, 247.11, 366397
10722, 382.27, 147.62, 246.32, 195106
10721, 379.98, 147.39, 247.11, 366397
10720, 377.38, 147.13, 248.00, 171291
00936, 365.93, 134.09, 266.93, 137469
10725, 366.11, 133.03, 266.32, 69251
10724, 365.93, 134.09, 266.93, 137469
10723, 365.75, 135.18, 267.54, 68218
00944, 350.73, 172.66, 273.56, 9068
10728, 353.03, 174.81, 273.83, 4445
10727, 350.73, 172.66, 273.56, 9068
10726, 348.53, 170.60, 273.34, 4622
00951, 349.11, 220.74, 270.93, 21873
10731, 349.43, 242.40, 272.20, 9402
10730, 349.11, 220.74, 270.93, 21873
10729, 348.43, 204.41, 269.97, 12471
00957, 352.23, 237.27, 268.38, 78806
10734, 351.77, 246.71, 267.70, 37600
10733, 352.23, 237.27, 268.38, 78806
10732, 352.64, 228.66, 269.01, 41206
00968, 355.44, 249.55, 257.92, 66598
10737, 355.46, 253.54, 258.28, 32910
10736, 355.44, 249.55, 257.92, 66598
10735, 356.16, 245.66, 257.57, 33688
01073, 466.39, 211.41, 249.83, 1425532
01007, 441.00, 154.72, 241.76, 333075
10674, 439.53, 153.56, 241.90, 184644
10673, 441.00, 154.72, 241.76, 333075
10672, 442.82, 156.17, 241.59, 148431
01017, 470.04, 181.72, 256.91, 504192
01056, 470.19, 174.13, 251.19, 210845
10677, 472.32, 176.04, 250.29, 77495
10676, 470.19, 174.13, 251.19, 210845
10675, 468.94, 173.03, 251.71, 133350
01064, 469.93, 187.18, 261.02, 293347
10680, 471.03, 194.18, 263.60, 110372
10679, 469.93, 187.18, 261.02, 293347
10678, 469.26, 182.95, 259.46, 182975
01025, 445.90, 234.33, 267.27, 129131
10683, 444.29, 235.07, 268.09, 55495
10682, 445.90, 234.33, 267.27, 129131
10681, 447.11, 233.77, 266.65, 73636
01033, 427.75, 243.99, 264.95, 117217
10686, 416.85, 243.91, 266.57, 43803
10685, 232.00, 214.20, 262.00, 5
10684, 434.32, 244.05, 263.98, 73409
01041, 511.82, 292.14, 237.02, 234960
10689, 511.00, 291.93, 237.37, 103428
10688, 511.82, 292.14, 237.02, 234960
10687, 512.48, 292.30, 236.74, 131532
01049, 497.99, 287.22, 232.13, 106954
10692, 482.92, 283.30, 227.93, 34803
10691, NaN, 290.00, 232.00, 1
10690, 505.35, 289.10, 234.16, 72150
01144, 425.41, 195.17, 250.39, 2352899
01145, 425.41, 195.17, 250.39, 2352899
01143, 425.41, 195.17, 250.39, 2352899
00519, 403.90, 223.47, 250.99, 76267
00989, 371.26, 212.18, 255.16, 25028
00091, 408.45, 223.36, 250.42, 33921
00846, 443.96, 240.02, 246.09, 17318
00343, 377.56, 272.29, 202.23, 6184792
01129, 375.40, 279.69, 154.53, 1820805
00549, 383.93, 236.14, 157.86, 998434
00864, 402.13, 243.64, 163.78, 300609
00637, 393.57, 253.73, 156.70, 207455
00629, 380.81, 256.19, 151.07, 54041
00685, 364.41, 281.82, 156.10, 33033
00709, 407.41, 244.93, 159.39, 120381
00718, 418.41, 246.66, 157.14, 48168
00725, 390.02, 264.32, 166.01, 3640
00733, 400.61, 242.68, 160.62, 68573
00741, 363.14, 261.49, 166.21, 7821
00406, 388.30, 254.36, 177.09, 16657
00414, 341.38, 277.20, 165.79, 3680
00422, 401.58, 247.88, 180.30, 12977
00609, 332.35, 247.27, 168.99, 2703
01044, 433.56, 248.70, 188.50, 4817
01008, 432.95, 210.21, 179.95, 68977
00475, 431.61, 221.65, 187.27, 36170
01072, 428.59, 207.95, 186.93, 9422
01079, 436.91, 224.48, 188.12, 19259
01088, 421.85, 231.60, 185.54, 7489
00170, 434.39, 197.59, 171.88, 32807
00856, 374.95, 231.92, 154.84, 575273
00138, 396.92, 207.59, 169.52, 109608
00218, 398.35, 191.35, 170.18, 47742
01020, 392.07, 220.49, 165.56, 51348
01029, 410.48, 221.81, 184.62, 6329
00325, 420.59, 213.08, 187.78, 4189
00239, 378.79, 221.36, 145.18, 102131
00255, 376.55, 230.73, 138.66, 18113
00127, 360.49, 259.36, 140.45, 22904
01096, 360.30, 255.82, 140.55, 17982
01104, 361.20, 272.31, 140.09, 4922
00064, 366.22, 217.43, 138.06, 9488
01120, 334.07, 268.51, 139.21, 2229
01113, 348.01, 246.85, 139.67, 3711
00155, 396.59, 195.04, 152.35, 45686
00444, 346.06, 237.55, 153.21, 75268
00059, 329.07, 234.64, 158.45, 10614
00362, 349.06, 229.53, 152.62, 53875
00617, 351.10, 225.57, 154.41, 9371
00626, 357.76, 226.41, 152.73, 20016
00636, 341.31, 233.59, 151.85, 24488
00366, 346.78, 278.90, 151.10, 9733
01077, 346.80, 295.26, 150.10, 1046
00571, 335.55, 263.75, 142.48, 76328
00149, 332.32, 232.54, 143.46, 32652
00015, 342.79, 259.57, 133.10, 7917
00181, 336.85, 293.17, 143.67, 35759
00051, 350.50, 240.63, 158.50, 76653
00189, 334.39, 272.17, 149.34, 10137
00599, 334.55, 258.56, 153.30, 18857
00907, 361.73, 244.43, 153.87, 8729
00575, 369.45, 212.37, 156.96, 12299
00930, 355.60, 227.75, 167.91, 26631
00262, 419.03, 248.73, 149.31, 78423
01014, 450.27, 229.53, 173.24, 28901
00027, 447.82, 217.22, 174.55, 4807
00178, 450.91, 230.53, 172.87, 22618
00300, 450.91, 230.53, 172.87, 22618
00316, 450.91, 230.53, 172.87, 22618
00321, 448.13, 254.33, 174.67, 1476
00958, 342.75, 195.36, 157.14, 27961
00483, 335.96, 191.59, 154.29, 12125
00186, 347.98, 198.24, 159.31, 15836
00953, 342.75, 195.36, 157.14, 27961
01097, 364.61, 332.56, 150.48, 822371
00157, 337.94, 348.65, 146.02, 42150
00390, 392.78, 367.62, 136.68, 2010
00332, 361.50, 353.77, 134.00, 52
00432, 361.50, 353.77, 134.00, 52
00038, 336.56, 314.48, 135.45, 15523
00071, 340.00, 315.82, 139.72, 1829
00047, 340.00, 315.82, 139.72, 1829
00079, 338.00, 322.75, 138.65, 513
00103, 340.76, 313.12, 140.13, 1316
00652, 340.97, 312.60, 139.94, 1191
00660, 338.60, 318.10, 142.00, 125
00094, 336.11, 314.31, 134.88, 13694
00055, 339.96, 309.55, 130.59, 6481
00087, 335.00, 318.71, 141.19, 3948
00110, 328.93, 318.42, 135.76, 3265
00030, 328.27, 351.71, 136.32, 1316
00118, 328.16, 344.92, 152.87, 8872
00223, 337.78, 384.88, 155.46, 14377
00141, 343.15, 344.67, 134.82, 116240
00072, 342.10, 316.27, 116.65, 1937
00080, 343.15, 344.67, 134.82, 116240
00263, 348.12, 361.13, 116.34, 2205
00272, 335.89, 354.43, 118.83, 2251
00830, 343.04, 338.68, 157.24, 25093
00668, 342.91, 332.43, 155.12, 14048
00676, 339.65, 340.52, 159.27, 5008
00684, 346.16, 351.68, 160.50, 6037
00452, 330.15, 319.45, 116.05, 7962
00523, 350.47, 346.89, 123.54, 44904
00763, 328.96, 356.27, 112.97, 639
00914, 353.14, 325.39, 124.54, 188
01109, 357.24, 320.99, 118.16, 1231
01124, 343.15, 344.67, 134.82, 116240
00126, 336.72, 369.44, 168.64, 8032
00133, 329.20, 344.41, 126.33, 6620
00347, 336.43, 349.23, 139.56, 7466
00286, 334.23, 374.96, 135.51, 5381
00338, 327.91, 203.00, 138.03, 1111
00689, 368.09, 374.72, 121.76, 1220
00467, 347.54, 337.10, 158.10, 175388
00088, 357.10, 346.85, 139.60, 43707
00700, 363.46, 362.73, 139.12, 13029
00708, 356.92, 341.63, 138.35, 23273
00716, 357.10, 346.85, 139.60, 43707
00724, 346.92, 335.32, 144.39, 7405
00331, 344.08, 334.86, 177.06, 41712
00210, 370.37, 343.57, 174.56, 2743
00491, 339.43, 338.83, 178.73, 23076
00732, 326.58, 340.34, 174.95, 1077
00525, 344.65, 322.93, 175.69, 13468
01110, 350.09, 324.38, 175.38, 9413
01118, 331.88, 319.57, 176.41, 4055
00557, 354.54, 353.47, 171.70, 2425
01126, 334.31, 348.78, 167.59, 875
00001, 366.77, 356.11, 174.02, 1550
00515, 343.30, 355.32, 126.64, 12623
00740, 343.83, 351.46, 122.22, 361
00748, 347.98, 356.69, 127.12, 5254
00756, 339.44, 355.17, 126.97, 6573
00980, 350.32, 345.94, 169.24, 3989
01004, 355.29, 363.07, 167.57, 4742
00063, 352.00, 312.29, 145.30, 2807
00439, 332.35, 310.29, 141.44, 627
00447, 373.18, 315.46, 147.50, 309
00455, 357.11, 311.29, 146.55, 1579
00464, 342.96, 318.63, 144.50, 292
00693, 351.45, 367.64, 153.45, 23778
00761, 349.61, 365.44, 145.61, 1039
00769, 349.59, 366.86, 154.76, 6930
00777, 339.76, 357.96, 152.90, 5828
00785, 359.88, 374.05, 153.68, 9981
00946, 338.74, 304.33, 169.34, 42030
00290, 384.06, 322.99, 151.47, 401769
00194, 381.15, 332.90, 151.77, 183615
00226, 374.26, 340.07, 122.00, 54125
00356, 391.34, 317.42, 159.49, 665
00364, 382.87, 319.55, 167.64, 3121
00173, 356.53, 379.81, 140.56, 13366
00470, 403.87, 301.47, 165.48, 12561
00614, 374.97, 374.77, 153.21, 22193
00797, 396.33, 284.02, 164.11, 112123
00796, 396.33, 284.02, 164.11, 112123
00804, 380.28, 274.74, 172.94, 3838
10671, 364.61, 332.56, 150.48, 822371
00313, 370.82, 197.60, 202.53, 1812509
00339, 377.16, 135.93, 218.38, 416617
00302, 358.11, 115.80, 203.12, 129903
00851, 362.90, 127.47, 202.34, 25663
00842, 357.73, 115.27, 203.22, 61755
00834, 355.82, 109.52, 203.43, 42485
00004, 384.35, 140.42, 226.27, 269754
00811, 376.90, 133.95, 229.04, 75475
00820, 352.37, 110.66, 230.27, 51370
00828, 399.75, 154.53, 223.36, 142909
00580, 426.24, 215.48, 198.57, 5205
00271, 413.75, 220.48, 209.68, 4297
00874, 427.47, 222.45, 208.52, 3259
00460, 370.70, 218.64, 224.68, 4199
00323, 367.10, 206.82, 197.32, 1082192
00381, 400.46, 290.92, 187.66, 74450
00749, 358.45, 289.45, 183.33, 41810
00246, 394.66, 254.77, 201.59, 24549
00128, 376.11, 233.43, 195.51, 266298
00539, 376.11, 233.43, 195.51, 266298
00548, 362.00, 231.24, 167.74, 46
00555, 376.11, 233.43, 195.51, 266298
00294, 368.11, 159.01, 200.68, 309779
00026, 361.82, 164.69, 205.16, 102781
00042, 350.57, 164.29, 205.18, 4861
00017, 372.34, 155.48, 204.21, 40685
00010, 371.38, 156.12, 196.81, 161452
00494, 371.35, 156.89, 188.34, 26262
00503, 371.84, 177.19, 188.30, 51206
00511, 344.84, 168.43, 189.67, 12935
00795, 342.84, 194.22, 204.77, 243065
00050, 341.44, 198.92, 172.78, 3619
00067, 341.38, 234.93, 185.22, 1952
00587, 335.36, 224.35, 187.41, 4183
01100, 373.13, 191.43, 178.51, 80074
00215, 383.73, 197.02, 178.77, 46672
00531, 337.07, 175.86, 176.56, 4962
00628, 386.23, 169.36, 183.16, 8051
00634, 354.14, 202.52, 176.39, 13545
00706, 348.15, 164.90, 176.22, 4048
01061, 354.29, 173.93, 177.81, 2796
00616, 388.52, 206.27, 220.82, 15084
00214, 358.59, 254.76, 191.46, 16811
00035, 333.65, 220.30, 201.83, 2582
00975, 326.80, 233.17, 192.56, 2498
00115, 338.37, 223.19, 210.68, 440
00757, 341.17, 253.91, 219.89, 2715
00231, 340.32, 246.88, 213.89, 1505
00066, 434.96, 261.15, 180.29, 532
00075, 367.10, 206.82, 197.32, 1082192
00058, 367.10, 206.82, 197.32, 1082192
00615, 367.10, 206.82, 197.32, 1082192
00348, 365.25, 267.08, 199.68, 86016
00374, 393.46, 276.15, 188.62, 21230
01052, 388.55, 248.80, 213.59, 24614
00165, 332.41, 273.49, 197.00, 40172
00012, 332.07, 279.54, 188.18, 2007
00100, 335.71, 305.38, 190.40, 19173
00197, 327.28, 257.01, 190.36, 2403
00591, 331.55, 263.65, 198.45, 7231
00872, 327.67, 218.71, 212.99, 9358
01065, 383.89, 320.07, 236.07, 2551478
00771, 383.58, 311.31, 216.60, 1147590
01132, 410.62, 299.62, 220.91, 211648
00612, 417.23, 271.16, 211.96, 47941
00082, 416.60, 222.88, 218.32, 10769
00090, 421.36, 241.35, 215.18, 2763
00099, 417.10, 288.67, 209.72, 34409
00007, 427.32, 311.10, 225.04, 70231
00867, 396.23, 239.33, 226.94, 44675
00123, 417.15, 259.31, 223.38, 8061
00881, 393.02, 228.03, 227.08, 24112
00860, 380.47, 223.24, 227.47, 7181
00868, 397.24, 226.53, 228.54, 3487
00875, 407.46, 239.69, 226.99, 3645
00883, 392.10, 216.28, 225.00, 4976
00891, 398.58, 239.54, 227.68, 4823
00890, 388.85, 248.26, 228.96, 12502
00899, 412.20, 250.58, 232.25, 1426
00915, 385.69, 247.96, 228.54, 11076
00923, 388.85, 248.26, 228.96, 12502
00398, 393.06, 366.24, 218.26, 48797
00122, 393.24, 366.10, 217.16, 41978
00105, 375.01, 377.58, 224.79, 2574
00114, 402.00, 360.84, 225.11, 4243
00987, 362.67, 314.67, 219.60, 332962
00280, 359.79, 249.50, 232.59, 1433
00880, 334.12, 245.75, 228.84, 4807
00283, 362.67, 314.67, 219.60, 332962
00898, 348.52, 254.36, 232.04, 32874
00931, 360.28, 354.49, 198.12, 50769
01093, 364.02, 318.89, 224.75, 168559
00552, 362.67, 314.67, 219.60, 332962
00318, 335.29, 279.35, 236.20, 814
00462, 362.67, 314.67, 219.60, 332962
00534, 399.42, 265.14, 226.67, 7802
00574, 343.37, 330.54, 207.22, 39054
00621, 400.52, 294.86, 225.72, 26850
01117, 364.26, 296.17, 212.17, 221755
00679, 332.93, 289.27, 208.69, 28665
00137, 337.11, 287.91, 209.97, 14322
00130, 328.91, 290.63, 207.42, 14343
00147, 367.93, 245.11, 233.44, 2489
00162, 349.45, 236.79, 228.29, 6321
00604, 337.37, 276.08, 230.64, 6668
00146, 371.10, 302.39, 210.41, 169208
00238, 332.04, 291.99, 225.82, 3244
00350, 375.97, 263.78, 226.78, 1554
00358, 364.88, 253.47, 226.73, 3606
00354, 384.04, 327.22, 251.99, 1403888
00386, 416.72, 308.11, 252.50, 278573
00207, 329.52, 282.44, 271.63, 1445
00607, 452.78, 294.18, 237.76, 77841
00112, 455.08, 298.14, 241.01, 1782
00560, 446.35, 272.38, 232.85, 2541
00096, 442.84, 274.44, 245.21, 29129
00101, 459.41, 308.23, 233.02, 44389
00720, 369.88, 277.26, 269.12, 8085
00711, 370.58, 277.31, 268.87, 7755
01039, 354.01, 276.11, 275.00, 330
00903, 391.60, 270.83, 265.60, 12370
00642, 357.26, 371.47, 216.06, 10993
00651, 364.68, 292.26, 263.05, 29999
00659, 358.98, 290.98, 266.80, 551
00666, 335.32, 288.70, 271.32, 1790
00674, 343.77, 281.68, 265.15, 1020
00682, 374.02, 293.16, 263.88, 12073
00691, 362.36, 292.73, 261.07, 14565
00429, 416.06, 320.99, 272.81, 19501
00437, 418.65, 318.36, 261.60, 87272
00445, 419.01, 323.10, 243.34, 31067
00077, 404.19, 303.25, 250.56, 2053
00053, 407.34, 311.13, 245.56, 2897
00061, 418.28, 313.04, 245.58, 3646
00045, 415.15, 303.90, 239.49, 4441
00069, 423.54, 334.05, 242.66, 18030
00789, 416.72, 308.11, 252.50, 278573
00370, 370.97, 329.63, 251.60, 762162
00653, 345.62, 291.00, 235.44, 806
00568, 370.97, 329.63, 251.60, 762162
00661, 394.43, 367.32, 237.96, 33340
00576, 379.35, 342.44, 233.44, 657
00640, 370.97, 329.63, 251.60, 762162
00135, 385.93, 346.38, 267.92, 18293
00939, 392.33, 356.41, 259.04, 1840
00143, 392.99, 367.12, 255.86, 4109
00839, 342.27, 298.23, 270.15, 3470
00887, 370.97, 329.63, 251.60, 762162
01048, 350.46, 339.69, 250.32, 146921
00372, 400.64, 234.04, 251.46, 465
00083, 349.20, 392.80, 259.71, 32218
00136, 379.34, 331.36, 252.91, 119176
00106, 395.87, 319.79, 237.15, 2671
00203, 382.16, 336.57, 259.48, 1835
00235, 387.32, 376.04, 265.99, 25872
00955, 385.27, 375.81, 266.07, 23963
00963, 412.90, 378.89, 264.94, 1909
00307, 347.04, 373.38, 242.91, 39927
00395, 368.16, 342.83, 272.34, 39731
01098, 387.52, 315.45, 273.00, 11223
01107, 360.49, 353.61, 272.07, 28508
00852, 393.32, 315.26, 248.48, 81948
00859, 361.70, 285.07, 271.67, 1040
00938, 375.79, 357.15, 251.29, 49217
00970, 339.99, 300.16, 248.06, 10936
00978, 385.91, 373.43, 252.21, 38281
00154, 338.02, 284.63, 249.23, 16799
00161, 338.02, 284.63, 249.23, 16799
00177, 335.69, 303.46, 258.08, 841
00169, 338.13, 283.64, 248.77, 15958
00995, 370.97, 329.63, 251.60, 762162
01069, 354.18, 390.84, 242.52, 4480
00185, 354.18, 390.84, 242.52, 4480
00193, 354.18, 390.84, 242.52, 4480
00701, 380.37, 267.91, 245.24, 126614
00209, 396.57, 272.28, 242.49, 24916
00202, 363.56, 269.51, 245.47, 56694
00225, 385.45, 273.03, 253.64, 23324
00217, 400.44, 253.21, 238.79, 21680
00765, 408.33, 288.05, 247.89, 2801
00773, 336.43, 313.86, 268.10, 12816
00781, 416.89, 252.94, 247.12, 1065
00076, 370.97, 329.63, 251.60, 762162
00379, 327.48, 364.92, 243.23, 20863
00206, 327.32, 353.61, 230.44, 10953
00230, 326.95, 385.89, 252.25, 5034
00222, 327.10, 368.67, 262.64, 4876
01009, 349.76, 258.41, 122.07, 1210
00967, 350.31, 257.49, 120.58, 1169
00885, 350.31, 257.49, 120.58, 1169
00949, 350.31, 257.49, 120.58, 1169
00840, 350.31, 257.49, 120.58, 1169
01016, 350.31, 257.49, 120.58, 1169
00021, 350.31, 257.49, 120.58, 1169
00665, 350.31, 257.49, 120.58, 1169
00538, 350.31, 257.49, 120.58, 1169
00459, 350.31, 257.49, 120.58, 1169
00900, 350.31, 257.49, 120.58, 1169
00848, 350.31, 257.49, 120.58, 1169
00876, 350.31, 257.49, 120.58, 1169
00916, 350.31, 257.49, 120.58, 1169
00336, 350.31, 257.49, 120.58, 1169
00117, 350.31, 257.49, 120.58, 1169
00125, 350.31, 257.49, 120.58, 1169
00357, 350.31, 257.49, 120.58, 1169
00832, 350.31, 257.49, 120.58, 1169
00062, 350.31, 257.49, 120.58, 1169
00158, 350.31, 257.49, 120.58, 1169
00911, 350.31, 257.49, 120.58, 1169
00384, 350.31, 257.49, 120.58, 1169
00710, 350.31, 257.49, 120.58, 1169
00901, 350.31, 257.49, 120.58, 1169
00093, 350.31, 257.49, 120.58, 1169
00229, 350.31, 257.49, 120.58, 1169
00705, 350.31, 257.49, 120.58, 1169
00794, 350.31, 257.49, 120.58, 1169
00798, 350.31, 257.49, 120.58, 1169
01131, 350.31, 257.49, 120.58, 1169
01116, 350.31, 257.49, 120.58, 1169
00933, 350.31, 257.49, 120.58, 1169
01076, 350.31, 257.49, 120.58, 1169
00413, 350.31, 257.49, 120.58, 1169
00948, 350.31, 257.49, 120.58, 1169
00841, 350.31, 257.49, 120.58, 1169
00641, 350.31, 257.49, 120.58, 1169
00506, 350.31, 257.49, 120.58, 1169
00658, 350.31, 257.49, 120.58, 1169
00633, 350.31, 257.49, 120.58, 1169
